Height,Remaining_lease,district_C,district_N,district_E,district_S,district_W,Improved,Model_A,New_Gen,Premium,Simplified,Rel_value
6,66.5,0,0,0,0,1,0,1,0,0,0,0
6,80.16666667,0,0,0,0,1,0,1,0,0,0,0
6,69,0,0,0,0,1,0,1,0,0,0,0
6,62.25,0,0,0,0,1,0,1,0,0,0,0
6,78.75,0,0,0,0,1,0,1,0,0,0,0
6,92.91666667,0,0,0,0,1,0,1,0,0,0,0
6,95.66666667,0,0,0,0,1,0,1,0,0,0,1
6,66.83333333,0,0,0,0,1,0,1,0,0,0,0
6,74,0,0,0,0,1,0,1,0,0,0,0
6,75.25,0,0,0,0,1,0,1,0,0,0,0
6,76.58333333,0,0,0,0,1,0,1,0,0,0,0
6,76.5,0,0,0,0,1,0,1,0,0,0,0
6,75.16666667,0,0,0,0,1,0,1,0,0,0,0
6,92.16666667,0,0,0,0,1,0,1,0,0,0,0
6,78.16666667,0,0,0,0,1,0,1,0,0,0,0
6,79.83333333,0,0,0,0,1,0,1,0,0,0,0
6,62.66666667,0,0,0,0,1,0,1,0,0,0,0
6,73.66666667,0,0,0,0,1,0,1,0,0,0,0
6,66.58333333,0,0,0,0,1,0,1,0,0,0,0
6,68.83333333,0,0,0,0,1,0,1,0,0,0,0
6,76.25,0,0,0,0,1,0,1,0,0,0,0
6,78.25,0,0,0,0,1,0,1,0,0,0,0
6,79,0,0,0,0,1,0,1,0,0,0,0
6,93.08333333,0,0,0,0,1,0,1,0,0,0,0
6,73.25,0,0,0,0,1,0,1,0,0,0,0
6,74.33333333,0,0,0,0,1,0,1,0,0,0,0
6,75.08333333,0,0,0,0,1,0,1,0,0,0,0
6,92.66666667,0,0,0,0,1,0,1,0,0,0,0
6,95.5,0,0,0,0,1,0,1,0,0,0,0
6,67.16666667,0,0,0,0,1,0,1,0,0,0,0
6,73.83333333,0,0,0,0,1,0,1,0,0,0,0
6,74.33333333,0,0,0,0,1,0,1,0,0,0,0
6,66.91666667,0,0,0,0,1,0,1,0,0,0,0
6,66.91666667,0,0,0,0,1,0,1,0,0,0,0
6,62.91666667,0,0,0,0,1,0,1,0,0,0,0
6,73.5,0,0,0,0,1,0,1,0,0,0,0
6,75.16666667,0,0,0,0,1,0,1,0,0,0,0
6,74.58333333,0,0,0,0,1,0,1,0,0,0,0
6,92.66666667,0,0,0,0,1,0,1,0,0,0,0
6,78,0,0,0,0,1,0,1,0,0,0,0
6,78,0,0,0,0,1,0,1,0,0,0,0
6,95.41666667,0,0,0,0,1,0,1,0,0,0,1
6,66.08333333,0,0,0,0,1,0,1,0,0,0,0
6,74.16666667,0,0,0,0,1,0,1,0,0,0,0
6,68.41666667,0,0,0,0,1,0,1,0,0,0,0
6,73,0,0,0,0,1,0,1,0,0,0,0
6,75,0,0,0,0,1,0,1,0,0,0,0
6,87.83333333,0,0,0,0,1,0,1,0,0,0,0
6,92.58333333,0,0,0,0,1,0,1,0,0,0,0
6,66.41666667,0,0,0,0,1,0,1,0,0,0,0
6,62.58333333,0,0,0,0,1,0,1,0,0,0,0
6,67.25,0,0,0,0,1,0,1,0,0,0,0
6,78.83333333,0,0,0,0,1,0,1,0,0,0,0
6,66.91666667,0,0,0,0,1,0,1,0,0,0,0
6,79.66666667,0,0,0,0,1,0,1,0,0,0,0
6,74.5,0,0,0,0,1,0,1,0,0,0,0
6,74.83333333,0,0,0,0,1,0,1,0,0,0,0
6,92.41666667,0,0,0,0,1,0,1,0,0,0,0
6,72.91666667,0,0,0,0,1,0,1,0,0,0,0
6,69.91666667,0,0,0,0,1,0,1,0,0,0,0
6,79.75,0,0,0,0,1,0,1,0,0,0,0
6,62.41666667,0,0,0,0,1,0,1,0,0,0,0
6,72.83333333,0,0,0,0,1,0,1,0,0,0,0
6,91.83333333,0,0,0,0,1,0,1,0,0,0,0
6,77.91666667,0,0,0,0,1,0,1,0,0,0,0
6,78,0,0,0,0,1,0,1,0,0,0,0
6,62.58333333,0,0,0,0,1,0,1,0,0,0,0
6,68.41666667,0,0,0,0,1,0,1,0,0,0,0
6,79.41666667,0,0,0,0,1,0,1,0,0,0,0
6,67,0,0,0,0,1,0,1,0,0,0,0
6,66.83333333,0,0,0,0,1,0,1,0,0,0,0
6,73.83333333,0,0,0,0,1,0,1,0,0,0,0
6,61.75,0,0,0,0,1,0,1,0,0,0,0
6,78.66666667,0,0,0,0,1,0,1,0,0,0,0
6,67.08333333,0,0,0,0,1,0,1,0,0,0,0
6,62.5,0,0,0,0,1,0,1,0,0,0,0
6,66.58333333,0,0,0,0,1,0,1,0,0,0,0
6,65.91666667,0,0,0,0,1,0,1,0,0,0,0
6,73.83333333,0,0,0,0,1,0,1,0,0,0,0
6,62.33333333,0,0,0,0,1,0,1,0,0,0,0
6,65.41666667,0,0,0,0,1,0,1,0,0,0,0
6,92.41666667,0,0,0,0,1,0,1,0,0,0,0
6,57.5,0,0,1,0,0,0,0,1,0,0,0
6,58.41666667,0,0,1,0,0,0,0,1,0,0,0
6,59.5,0,0,1,0,0,0,0,1,0,0,0
6,58.41666667,0,0,1,0,0,0,0,1,0,0,0
6,59.58333333,0,0,1,0,0,0,0,1,0,0,0
6,57.08333333,0,0,1,0,0,0,0,1,0,0,0
6,57.58333333,0,0,1,0,0,0,0,1,0,0,0
6,58.25,0,0,1,0,0,0,0,1,0,0,0
6,56.25,0,0,1,0,0,0,0,1,0,0,0
6,63.33333333,0,0,1,0,0,0,0,1,0,0,0
6,55.33333333,0,0,1,0,0,0,0,1,0,0,0
6,56.16666667,0,0,1,0,0,0,0,1,0,0,0
6,57.25,0,0,1,0,0,0,0,1,0,0,0
6,57.83333333,0,0,1,0,0,0,0,1,0,0,0
6,63.33333333,0,0,1,0,0,0,0,1,0,0,0
6,63.33333333,0,0,1,0,0,0,0,1,0,0,0
6,58.16666667,0,0,1,0,0,0,0,1,0,0,0
6,56.66666667,0,0,1,0,0,0,0,1,0,0,0
6,58,0,0,1,0,0,0,0,1,0,0,0
6,56.75,0,0,1,0,0,0,0,1,0,0,0
6,60.66666667,0,0,1,0,0,0,0,1,0,0,0
6,57.83333333,0,0,1,0,0,0,0,1,0,0,0
6,56,0,0,1,0,0,0,0,1,0,0,0
6,58.5,0,0,1,0,0,0,0,1,0,0,0
6,57.91666667,0,0,1,0,0,0,0,1,0,0,0
6,55.83333333,0,0,1,0,0,0,0,1,0,0,0
6,55.5,0,0,1,0,0,0,0,1,0,0,0
6,56.41666667,0,0,1,0,0,0,0,1,0,0,0
6,57,0,0,1,0,0,0,0,1,0,0,0
6,55.66666667,0,0,1,0,0,0,0,1,0,0,0
6,62.91666667,0,0,1,0,0,0,0,1,0,0,0
6,58.25,0,0,1,0,0,0,0,1,0,0,0
6,59.75,0,0,1,0,0,0,0,1,0,0,0
6,55.83333333,0,0,1,0,0,0,0,1,0,0,0
6,55.66666667,0,0,1,0,0,0,0,1,0,0,0
6,60.33333333,0,0,1,0,0,0,0,1,0,0,0
6,55.58333333,0,0,1,0,0,0,0,1,0,0,0
6,57.33333333,0,0,1,0,0,0,0,1,0,0,0
6,57.25,0,0,1,0,0,0,0,1,0,0,0
6,62.83333333,0,0,1,0,0,0,0,1,0,0,0
6,56.33333333,0,0,1,0,0,0,0,1,0,0,0
6,56.33333333,0,0,1,0,0,0,0,1,0,0,0
6,58.08333333,0,0,1,0,0,0,0,1,0,0,0
6,58.83333333,0,0,1,0,0,0,0,1,0,0,0
6,56.75,0,0,1,0,0,0,0,1,0,0,0
6,58.75,0,0,1,0,0,0,0,1,0,0,0
6,59.75,0,0,1,0,0,0,0,1,0,0,0
6,57.75,0,0,1,0,0,0,0,1,0,0,0
6,56.08333333,0,0,1,0,0,0,0,1,0,0,0
6,55.41666667,0,0,1,0,0,0,0,1,0,0,0
6,57.58333333,0,0,1,0,0,0,0,1,0,0,0
6,56.16666667,0,0,1,0,0,0,0,1,0,0,0
6,55.33333333,0,0,1,0,0,0,0,1,0,0,0
6,56.5,0,0,1,0,0,0,0,1,0,0,0
6,54.58333333,0,0,1,0,0,0,0,1,0,0,0
6,58.41666667,0,0,1,0,0,0,0,1,0,0,0
6,59.33333333,0,0,1,0,0,0,0,1,0,0,0
6,55.08333333,0,0,1,0,0,0,0,1,0,0,0
6,60,0,0,1,0,0,0,0,1,0,0,0
6,59.25,0,0,1,0,0,0,0,1,0,0,0
6,55.58333333,0,0,1,0,0,0,0,1,0,0,0
6,59.16666667,0,0,1,0,0,0,0,1,0,0,0
6,62.83333333,0,0,1,0,0,0,0,1,0,0,0
6,59.83333333,0,0,1,0,0,0,0,1,0,0,0
6,53.91666667,0,0,1,0,0,0,0,1,0,0,0
6,57.75,0,0,1,0,0,0,0,1,0,0,0
6,55.75,0,0,1,0,0,0,0,1,0,0,0
6,53.75,0,0,1,0,0,0,0,1,0,0,0
6,53.66666667,0,0,1,0,0,0,0,1,0,0,0
6,59.58333333,0,0,1,0,0,0,0,1,0,0,0
6,60.58333333,0,0,1,0,0,0,0,1,0,0,0
6,59,0,1,0,0,0,0,0,1,0,0,0
6,56.83333333,0,1,0,0,0,0,0,1,0,0,0
6,58.91666667,0,1,0,0,0,0,0,1,0,0,0
6,58.91666667,0,1,0,0,0,0,0,1,0,0,0
6,58,0,1,0,0,0,0,0,1,0,0,0
6,57.5,0,1,0,0,0,0,0,1,0,0,0
6,56.66666667,0,1,0,0,0,0,0,1,0,0,0
6,58.41666667,0,1,0,0,0,0,0,1,0,0,0
6,55.08333333,0,1,0,0,0,0,0,1,0,0,0
6,55.58333333,0,1,0,0,0,0,0,1,0,0,0
6,57.16666667,0,1,0,0,0,0,0,1,0,0,0
6,62.83333333,0,1,0,0,0,0,0,1,0,0,0
6,59.41666667,0,1,0,0,0,0,0,1,0,0,0
6,57.25,0,1,0,0,0,0,0,1,0,0,0
6,59.08333333,0,1,0,0,0,0,0,1,0,0,0
6,57.41666667,0,1,0,0,0,0,0,1,0,0,0
6,57.16666667,0,1,0,0,0,0,0,1,0,0,0
6,58.5,0,1,0,0,0,0,0,1,0,0,0
6,56,0,1,0,0,0,0,0,1,0,0,0
6,58.16666667,0,1,0,0,0,0,0,1,0,0,0
6,58.75,0,1,0,0,0,0,0,1,0,0,0
6,57.66666667,0,1,0,0,0,0,0,1,0,0,0
6,58.16666667,0,1,0,0,0,0,0,1,0,0,0
6,58.75,0,1,0,0,0,0,0,1,0,0,0
6,58.75,0,1,0,0,0,0,0,1,0,0,0
6,57.33333333,0,1,0,0,0,0,0,1,0,0,0
6,54.66666667,0,1,0,0,0,0,0,1,0,0,0
6,58.58333333,0,1,0,0,0,0,0,1,0,0,0
6,56.66666667,0,1,0,0,0,0,0,1,0,0,0
6,54.91666667,0,1,0,0,0,0,0,1,0,0,0
6,59.66666667,0,1,0,0,0,0,0,1,0,0,0
6,55.08333333,0,1,0,0,0,0,0,1,0,0,0
6,58.5,0,1,0,0,0,0,0,1,0,0,0
6,54.75,0,1,0,0,0,0,0,1,0,0,0
6,56.25,0,1,0,0,0,0,0,1,0,0,0
6,57.08333333,0,1,0,0,0,0,0,1,0,0,0
6,58.75,0,1,0,0,0,0,0,1,0,0,0
6,57.33333333,0,1,0,0,0,0,0,1,0,0,0
6,56.25,0,1,0,0,0,0,0,1,0,0,0
6,58.66666667,0,1,0,0,0,0,0,1,0,0,0
6,53.91666667,0,1,0,0,0,0,0,1,0,0,0
6,56.91666667,0,1,0,0,0,0,0,1,0,0,0
6,54.91666667,0,1,0,0,0,0,0,1,0,0,0
6,58.25,0,1,0,0,0,0,0,1,0,0,0
6,62.25,0,1,0,0,0,0,0,1,0,0,0
6,58.25,0,1,0,0,0,0,0,1,0,0,0
6,57.83333333,0,1,0,0,0,0,0,1,0,0,0
6,54.5,0,1,0,0,0,0,0,1,0,0,0
6,58.41666667,0,1,0,0,0,0,0,1,0,0,0
6,56.08333333,0,1,0,0,0,0,0,1,0,0,0
6,68.08333333,0,1,0,0,0,0,0,1,0,0,0
6,62.41666667,0,1,0,0,0,0,0,1,0,0,1
6,67.58333333,0,1,0,0,0,0,0,1,0,0,0
6,62.08333333,0,1,0,0,0,0,0,1,0,0,0
6,61.83333333,0,1,0,0,0,0,0,1,0,0,0
6,63.75,0,1,0,0,0,0,0,1,0,0,0
6,59.58333333,0,1,0,0,0,0,0,1,0,0,0
6,62.41666667,0,1,0,0,0,0,0,1,0,0,0
6,61.75,0,1,0,0,0,0,0,1,0,0,0
6,56,0,1,0,0,0,0,0,1,0,0,0
6,63.25,0,1,0,0,0,0,0,1,0,0,0
6,63.25,0,1,0,0,0,0,0,1,0,0,0
6,55.75,0,1,0,0,0,0,0,1,0,0,0
6,64.25,0,1,0,0,0,0,0,1,0,0,0
6,62.58333333,0,1,0,0,0,0,0,1,0,0,0
6,59.08333333,0,1,0,0,0,0,0,1,0,0,0
6,63.16666667,0,1,0,0,0,0,0,1,0,0,0
6,62.91666667,0,1,0,0,0,0,0,1,0,0,0
6,70.58333333,0,1,0,0,0,0,0,1,0,0,0
6,67.75,0,1,0,0,0,0,0,1,0,0,0
6,67.5,0,1,0,0,0,0,0,1,0,0,0
6,67.08333333,0,1,0,0,0,0,0,1,0,0,0
6,67,0,1,0,0,0,0,0,1,0,0,0
6,62.83333333,0,1,0,0,0,0,0,1,0,0,0
6,63.16666667,0,1,0,0,0,0,0,1,0,0,0
6,63.33333333,0,1,0,0,0,0,0,1,0,0,0
6,62.25,0,1,0,0,0,0,0,1,0,0,0
6,62.16666667,0,1,0,0,0,0,0,1,0,0,0
6,62.75,0,1,0,0,0,0,0,1,0,0,0
6,62.41666667,0,1,0,0,0,0,0,1,0,0,0
6,62.08333333,0,1,0,0,0,0,0,1,0,0,0
6,62.66666667,0,1,0,0,0,0,0,1,0,0,0
6,62.25,0,1,0,0,0,0,0,1,0,0,0
6,62.5,0,1,0,0,0,0,0,1,0,0,0
6,62.5,0,1,0,0,0,0,0,1,0,0,0
6,56.08333333,0,1,0,0,0,0,0,1,0,0,0
6,63.91666667,0,1,0,0,0,0,0,1,0,0,0
6,64.08333333,0,1,0,0,0,0,0,1,0,0,0
6,57.66666667,0,1,0,0,0,0,0,1,0,0,0
6,55.25,0,1,0,0,0,0,0,1,0,0,0
6,63.75,0,1,0,0,0,0,0,1,0,0,0
6,63.5,0,1,0,0,0,0,0,1,0,0,0
6,58.41666667,0,1,0,0,0,0,0,1,0,0,0
6,64.66666667,0,1,0,0,0,0,0,1,0,0,0
6,55,0,1,0,0,0,0,0,1,0,0,0
6,55.41666667,0,1,0,0,0,0,0,1,0,0,0
6,59.25,0,1,0,0,0,0,0,1,0,0,0
6,58,0,1,0,0,0,0,0,1,0,0,0
6,62.5,0,1,0,0,0,0,0,1,0,0,0
6,58.58333333,0,1,0,0,0,0,0,1,0,0,0
6,62.83333333,0,1,0,0,0,0,0,1,0,0,0
6,64.08333333,0,1,0,0,0,0,0,1,0,0,0
6,63.75,0,1,0,0,0,0,0,1,0,0,0
6,62.91666667,0,1,0,0,0,0,0,1,0,0,0
6,62.25,0,1,0,0,0,0,0,1,0,0,0
6,62.08333333,0,1,0,0,0,0,0,1,0,0,0
6,63.33333333,0,1,0,0,0,0,0,1,0,0,0
6,63.5,0,1,0,0,0,0,0,1,0,0,0
6,63.08333333,0,1,0,0,0,0,0,1,0,0,0
6,62.5,0,1,0,0,0,0,0,1,0,0,0
6,59.75,0,1,0,0,0,0,0,1,0,0,0
6,62.16666667,0,1,0,0,0,0,0,1,0,0,0
6,63.33333333,0,1,0,0,0,0,0,1,0,0,0
6,59.75,0,1,0,0,0,0,0,1,0,0,0
6,62.58333333,0,1,0,0,0,0,0,1,0,0,0
6,63,0,1,0,0,0,0,0,1,0,0,0
6,62.41666667,0,1,0,0,0,0,0,1,0,0,0
6,62.16666667,0,1,0,0,0,0,0,1,0,0,0
6,63.33333333,0,1,0,0,0,0,0,1,0,0,0
6,61.75,0,1,0,0,0,0,0,1,0,0,0
6,63.16666667,0,1,0,0,0,0,0,1,0,0,0
6,62.75,0,1,0,0,0,0,0,1,0,0,0
6,62.75,0,1,0,0,0,0,0,1,0,0,0
6,62.75,0,1,0,0,0,0,0,1,0,0,0
6,56,0,0,0,1,0,0,0,1,0,0,0
6,54.66666667,0,0,0,1,0,0,0,1,0,0,0
6,54.5,0,0,0,1,0,0,0,1,0,0,0
6,54.58333333,0,0,0,1,0,0,0,1,0,0,0
6,55.83333333,0,0,0,1,0,0,0,1,0,0,0
6,54.33333333,0,0,0,1,0,0,0,1,0,0,0
6,54.16666667,0,0,0,1,0,0,0,1,0,0,0
6,54.25,0,0,0,1,0,0,0,1,0,0,0
6,54.16666667,0,0,0,1,0,0,0,1,0,0,0
6,54.16666667,0,0,0,1,0,0,0,1,0,0,0
6,56.41666667,0,0,0,1,0,0,0,1,0,0,0
6,54,0,0,0,1,0,0,0,1,0,0,0
6,55.33333333,0,0,0,1,0,0,0,1,0,0,0
6,55.33333333,0,0,0,1,0,0,0,1,0,0,0
6,55.83333333,0,0,0,1,0,0,0,1,0,0,0
6,63.16666667,0,0,0,1,0,0,0,1,0,0,1
6,53.91666667,0,0,0,1,0,0,0,1,0,0,0
6,56.25,0,0,0,1,0,0,0,1,0,0,0
6,53.91666667,0,0,0,1,0,0,0,1,0,0,0
6,53.91666667,0,0,0,1,0,0,0,1,0,0,0
6,63.08333333,0,0,0,1,0,0,0,1,0,0,1
6,57,0,0,0,1,0,0,0,1,0,0,0
6,63.25,0,0,0,0,1,0,0,1,0,0,0
6,64.33333333,0,0,0,0,1,0,0,1,0,0,0
6,66.33333333,0,0,0,0,1,0,0,1,0,0,0
6,64,0,0,0,0,1,0,0,1,0,0,0
6,63.08333333,0,0,0,0,1,0,0,1,0,0,0
6,62.58333333,0,0,0,0,1,0,0,1,0,0,0
6,63.66666667,0,0,0,0,1,0,0,1,0,0,0
6,63.66666667,0,0,0,0,1,0,0,1,0,0,0
6,63.25,0,0,0,0,1,0,0,1,0,0,0
6,63.58333333,0,0,0,0,1,0,0,1,0,0,0
6,62.33333333,0,0,0,0,1,0,0,1,0,0,0
6,62.41666667,0,0,0,0,1,0,0,1,0,0,0
6,61.41666667,0,0,0,0,1,0,0,1,0,0,0
6,62.5,0,0,0,0,1,0,0,1,0,0,0
6,62.41666667,0,0,0,0,1,0,0,1,0,0,0
6,59.75,0,0,0,0,1,0,0,1,0,0,0
6,59.66666667,0,0,0,0,1,0,0,1,0,0,0
6,57,0,0,0,0,1,0,0,1,0,0,0
6,59.08333333,0,0,0,0,1,0,0,1,0,0,0
6,63.58333333,0,0,0,0,1,0,0,1,0,0,0
6,58.5,0,0,0,0,1,0,0,1,0,0,0
6,58.58333333,0,0,0,0,1,0,0,1,0,0,0
6,56.16666667,0,0,0,0,1,0,0,1,0,0,0
6,59.5,0,0,0,0,1,0,0,1,0,0,0
6,56.91666667,0,0,0,0,1,0,0,1,0,0,0
6,59.5,0,0,0,0,1,0,0,1,0,0,0
6,55.83333333,0,0,0,0,1,0,0,1,0,0,0
6,62.58333333,0,0,0,0,1,0,0,1,0,0,0
6,59.41666667,0,0,0,0,1,0,0,1,0,0,0
6,59.33333333,0,0,0,0,1,0,0,1,0,0,0
6,57.5,0,0,0,0,1,0,0,1,0,0,0
6,56.41666667,0,0,0,0,1,0,0,1,0,0,0
6,56.75,0,0,0,0,1,0,0,1,0,0,0
6,55.41666667,0,0,0,0,1,0,0,1,0,0,0
6,58.08333333,0,0,0,0,1,0,0,1,0,0,0
6,55.75,0,0,0,0,1,0,0,1,0,0,0
6,57.25,0,0,0,0,1,0,0,1,0,0,0
6,56.5,0,0,0,0,1,0,0,1,0,0,0
6,55.91666667,0,0,0,0,1,0,0,1,0,0,0
6,56.75,0,0,0,0,1,0,0,1,0,0,0
6,55.83333333,0,0,0,0,1,0,0,1,0,0,0
6,55.41666667,0,0,0,0,1,0,0,1,0,0,0
6,55.83333333,0,0,0,0,1,0,0,1,0,0,0
6,57.75,0,0,0,0,1,0,0,1,0,0,0
6,56.41666667,0,0,0,0,1,0,0,1,0,0,0
6,57.41666667,0,0,0,0,1,0,0,1,0,0,0
6,61.33333333,0,0,0,0,1,0,0,1,0,0,0
6,59.41666667,0,0,0,0,1,0,0,1,0,0,0
6,61,0,0,0,0,1,0,0,1,0,0,0
6,61.08333333,0,0,0,0,1,0,0,1,0,0,0
6,60,0,0,0,0,1,0,0,1,0,0,0
6,60.83333333,0,0,0,0,1,0,0,1,0,0,0
6,59.16666667,0,0,0,0,1,0,0,1,0,0,0
6,63.5,0,0,0,0,1,0,0,1,0,0,0
6,60.66666667,0,0,0,0,1,0,0,1,0,0,0
6,58.91666667,0,0,0,0,1,0,0,1,0,0,0
6,60.5,0,0,0,0,1,0,0,1,0,0,0
6,60.58333333,0,0,0,0,1,0,0,1,0,0,0
6,58.75,0,0,0,0,1,0,0,1,0,0,0
6,59.75,0,0,0,0,1,0,0,1,0,0,0
6,56,0,0,0,0,1,0,0,1,0,0,0
6,60.33333333,0,0,0,0,1,0,0,1,0,0,0
6,61.41666667,0,0,0,0,1,0,0,1,0,0,0
6,62.91666667,0,0,0,0,1,0,0,1,0,0,0
6,61,0,0,0,0,1,0,0,1,0,0,0
6,62.91666667,0,0,0,0,1,0,0,1,0,0,0
6,62.5,0,0,0,0,1,0,0,1,0,0,0
6,78.91666667,0,0,1,0,0,0,0,0,1,0,0
6,78.75,0,0,1,0,0,0,0,0,1,0,0
6,78.83333333,0,0,1,0,0,0,0,0,1,0,0
6,78.83333333,0,0,1,0,0,0,0,0,1,0,0
6,78.66666667,0,0,1,0,0,0,0,0,1,0,0
6,78.58333333,0,0,1,0,0,0,0,0,1,0,0
6,78.25,0,0,1,0,0,0,0,0,1,0,0
6,78.16666667,0,0,1,0,0,0,0,0,1,0,0
6,78.16666667,0,0,1,0,0,0,0,0,1,0,0
6,78.08333333,0,0,1,0,0,0,0,0,1,0,0
6,76.41666667,0,1,0,0,0,0,0,0,1,0,0
6,75.83333333,0,1,0,0,0,0,0,0,1,0,0
6,93.91666667,0,1,0,0,0,0,0,0,1,0,0
6,94,0,1,0,0,0,0,0,0,1,0,0
6,93.83333333,0,1,0,0,0,0,0,0,1,0,0
6,93.58333333,0,1,0,0,0,0,0,0,1,0,0
6,93.5,0,1,0,0,0,0,0,0,1,0,0
6,93.5,0,1,0,0,0,0,0,0,1,0,0
6,86,0,1,0,0,0,0,0,0,1,0,0
6,82.41666667,0,1,0,0,0,0,0,0,1,0,0
6,94.66666667,0,1,0,0,0,0,0,0,1,0,0
6,91.66666667,0,1,0,0,0,0,0,0,1,0,0
6,94.75,0,1,0,0,0,0,0,0,1,0,0
6,94.16666667,0,1,0,0,0,0,0,0,1,0,0
6,94.5,0,1,0,0,0,0,0,0,1,0,0
6,94.75,0,1,0,0,0,0,0,0,1,0,0
6,94.5,0,1,0,0,0,0,0,0,1,0,0
6,94.66666667,0,1,0,0,0,0,0,0,1,0,0
6,94.16666667,0,1,0,0,0,0,0,0,1,0,0
6,94.16666667,0,1,0,0,0,0,0,0,1,0,0
6,94.41666667,0,1,0,0,0,0,0,0,1,0,0
6,91.25,0,1,0,0,0,0,0,0,1,0,0
6,94.16666667,0,1,0,0,0,0,0,0,1,0,0
6,91,0,1,0,0,0,0,0,0,1,0,0
6,94.25,0,1,0,0,0,0,0,0,1,0,0
6,94.66666667,0,1,0,0,0,0,0,0,1,0,0
6,81.83333333,0,1,0,0,0,0,0,0,1,0,0
6,81.5,0,1,0,0,0,0,0,0,1,0,0
6,83,0,1,0,0,0,0,0,0,1,0,0
6,85.5,0,1,0,0,0,0,0,0,1,0,0
6,91.66666667,0,1,0,0,0,0,0,0,1,0,0
6,85.83333333,0,1,0,0,0,0,0,0,1,0,0
6,94.58333333,0,1,0,0,0,0,0,0,1,0,0
6,91.58333333,0,1,0,0,0,0,0,0,1,0,0
6,94.58333333,0,1,0,0,0,0,0,0,1,0,0
6,94.33333333,0,1,0,0,0,0,0,0,1,0,0
6,94.41666667,0,1,0,0,0,0,0,0,1,0,0
6,92.33333333,0,1,0,0,0,0,0,0,1,0,0
6,95.66666667,0,1,0,0,0,0,0,0,1,0,0
6,93.91666667,0,1,0,0,0,0,0,0,1,0,0
6,94.33333333,0,1,0,0,0,0,0,0,1,0,0
6,94.25,0,1,0,0,0,0,0,0,1,0,0
6,94.58333333,0,1,0,0,0,0,0,0,1,0,0
6,94.58333333,0,1,0,0,0,0,0,0,1,0,0
6,94.5,0,1,0,0,0,0,0,0,1,0,0
6,90.83333333,0,1,0,0,0,0,0,0,1,0,0
6,94,0,1,0,0,0,0,0,0,1,0,0
6,92.16666667,0,1,0,0,0,0,0,0,1,0,0
6,91.33333333,0,1,0,0,0,0,0,0,1,0,0
6,93.91666667,0,1,0,0,0,0,0,0,1,0,0
6,81.66666667,0,1,0,0,0,0,0,0,1,0,0
6,91.5,0,1,0,0,0,0,0,0,1,0,0
6,91.58333333,0,1,0,0,0,0,0,0,1,0,0
6,93.91666667,0,1,0,0,0,0,0,0,1,0,0
6,91.25,0,1,0,0,0,0,0,0,1,0,0
6,94.25,0,1,0,0,0,0,0,0,1,0,0
6,95.5,0,1,0,0,0,0,0,0,1,0,0
6,93.91666667,0,1,0,0,0,0,0,0,1,0,0
6,94.5,0,1,0,0,0,0,0,0,1,0,0
6,94,0,1,0,0,0,0,0,0,1,0,0
6,93.83333333,0,1,0,0,0,0,0,0,1,0,0
6,95.08333333,0,1,0,0,0,0,0,0,1,0,0
6,93.75,0,1,0,0,0,0,0,0,1,0,0
6,95.41666667,0,1,0,0,0,0,0,0,1,0,0
6,92,0,1,0,0,0,0,0,0,1,0,0
6,94.33333333,0,1,0,0,0,0,0,0,1,0,0
6,91.25,0,1,0,0,0,0,0,0,1,0,0
6,90.66666667,0,1,0,0,0,0,0,0,1,0,0
6,82,0,1,0,0,0,0,0,0,1,0,0
6,91.33333333,0,1,0,0,0,0,0,0,1,0,0
6,95,0,1,0,0,0,0,0,0,1,0,0
6,95,0,1,0,0,0,0,0,0,1,0,0
6,88.83333333,0,1,0,0,0,0,0,0,1,0,0
6,94.33333333,0,1,0,0,0,0,0,0,1,0,0
6,95.33333333,0,1,0,0,0,0,0,0,1,0,0
6,95.33333333,0,1,0,0,0,0,0,0,1,0,0
6,94.33333333,0,1,0,0,0,0,0,0,1,0,0
6,93.83333333,0,1,0,0,0,0,0,0,1,0,0
6,95.41666667,0,1,0,0,0,0,0,0,1,0,0
6,93.83333333,0,1,0,0,0,0,0,0,1,0,0
6,94.08333333,0,1,0,0,0,0,0,0,1,0,0
6,82.58333333,0,1,0,0,0,0,0,0,1,0,0
6,81.41666667,0,1,0,0,0,0,0,0,1,0,0
6,91.25,0,1,0,0,0,0,0,0,1,0,0
6,94.91666667,0,1,0,0,0,0,0,0,1,0,0
6,94.91666667,0,1,0,0,0,0,0,0,1,0,0
6,94.25,0,1,0,0,0,0,0,0,1,0,0
6,90.08333333,0,1,0,0,0,0,0,0,1,0,0
6,95.25,0,1,0,0,0,0,0,0,1,0,0
6,94.91666667,0,1,0,0,0,0,0,0,1,0,0
6,91.83333333,0,1,0,0,0,0,0,0,1,0,0
6,93.66666667,0,1,0,0,0,0,0,0,1,0,0
6,94,0,1,0,0,0,0,0,0,1,0,0
6,90,0,1,0,0,0,0,0,0,1,0,0
6,90.75,0,1,0,0,0,0,0,0,1,0,0
6,93.75,0,1,0,0,0,0,0,0,1,0,0
6,82.5,0,1,0,0,0,0,0,0,1,0,0
6,82.41666667,0,1,0,0,0,0,0,0,1,0,0
6,93.91666667,0,1,0,0,0,0,0,0,1,0,0
6,94.83333333,0,1,0,0,0,0,0,0,1,0,0
6,93.91666667,0,1,0,0,0,0,0,0,1,0,0
6,93.91666667,0,1,0,0,0,0,0,0,1,0,0
